Name,Movement,Rarity,Type,Special Ability,Attack Wheel Size,Attack Name,Attack Type,Attack Value,Attack Ability,is Gen 1
Thundurus Incarnate Forme,3,EX,Electric / Flying,"Stormbringer's Mischief - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon map MP move through other Pokémon on the field. While this Pokémon is on the field, paralyzed Pokémon deal +30 damage.",32,Thunderhead,White,All opposing Pokémon and all your Water-type Pokémon on the field spin. Those that spin Purple Attacks become paralyzed,90,False
Thundurus Incarnate Forme,3,EX,Electric / Flying,"Stormbringer's Mischief - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon map MP move through other Pokémon on the field. While this Pokémon is on the field, paralyzed Pokémon deal +30 damage.",24,Elusive Master,Blue,"You may move this Pokémon to the bench. When you do, change this Pokémon's form, if possible",,False
Thundurus Incarnate Forme,3,EX,Electric / Flying,"Stormbringer's Mischief - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon map MP move through other Pokémon on the field. While this Pokémon is on the field, paralyzed Pokémon deal +30 damage.",32,Nasty Plot,Purple,Excludes one of the opponent's used plates from the duel,☆☆☆,False
Thundurus Incarnate Forme,3,EX,Electric / Flying,"Stormbringer's Mischief - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon map MP move through other Pokémon on the field. While this Pokémon is on the field, paralyzed Pokémon deal +30 damage.",4,Miss,Red,,,False
Thundurus Incarnate Forme,3,EX,Electric / Flying,"Stormbringer's Mischief - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon map MP move through other Pokémon on the field. While this Pokémon is on the field, paralyzed Pokémon deal +30 damage.",4,Dodge,Blue,,,False
Landorus Incarnate Forme,3,EX,Fire / Psychic,"Earthen Blessings - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon may MP move through other Pokémon on the field. While this Pokémon is on the field, the start-of-turn Z-Move gauge increase of each player is boosted for each of that player's Pokémon that is affectred by a special condition",32,Earth Power,White,,100,False
Landorus Incarnate Forme,3,EX,Fire / Psychic,"Earthen Blessings - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon may MP move through other Pokémon on the field. While this Pokémon is on the field, the start-of-turn Z-Move gauge increase of each player is boosted for each of that player's Pokémon that is affectred by a special condition",24,Elusive Master,Blue,"You may move this Pokémon to the bench. When you do, change this Pokémon's form, if possible",,False
Landorus Incarnate Forme,3,EX,Fire / Psychic,"Earthen Blessings - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon may MP move through other Pokémon on the field. While this Pokémon is on the field, the start-of-turn Z-Move gauge increase of each player is boosted for each of that player's Pokémon that is affectred by a special condition",32,Smack Down,Purple,"While the battle opponent is on the field, that Pokémon loses any Ability effects that allow it to MP move through other Pokémon",☆☆☆,False
Landorus Incarnate Forme,3,EX,Fire / Psychic,"Earthen Blessings - This Pokémon cannot win you the duel by moving to the goal point. This Pokémon may MP move through other Pokémon on the field. While this Pokémon is on the field, the start-of-turn Z-Move gauge increase of each player is boosted for each of that player's Pokémon that is affectred by a special condition",8,Miss,Red,,,False
Tyrantrum,2,EX,Rock / Dragon,"Apex Predator - Restored Pokémon (If evolved). If its battle opponent is not evolved, and this Pokémon is not affected by a special condition, this Pokémon cannot be knocked out in battle. If this Pokémon is knocked out, it is excluded from the duel. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",24,Roar,Purple,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.,☆,False
Tyrantrum,2,EX,Rock / Dragon,"Apex Predator - Restored Pokémon (If evolved). If its battle opponent is not evolved, and this Pokémon is not affected by a special condition, this Pokémon cannot be knocked out in battle. If this Pokémon is knocked out, it is excluded from the duel. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",40,Head Smash,White,"This Pokémon spins. If it spins a miss (including a Miss due to being paralyzed or burned), it is knocked out.",170,False
Tyrantrum,2,EX,Rock / Dragon,"Apex Predator - Restored Pokémon (If evolved). If its battle opponent is not evolved, and this Pokémon is not affected by a special condition, this Pokémon cannot be knocked out in battle. If this Pokémon is knocked out, it is excluded from the duel. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",24,Thrash,White,This Pokémon becomes confused.,130,False
Tyrantrum,2,EX,Rock / Dragon,"Apex Predator - Restored Pokémon (If evolved). If its battle opponent is not evolved, and this Pokémon is not affected by a special condition, this Pokémon cannot be knocked out in battle. If this Pokémon is knocked out, it is excluded from the duel. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",8,Miss,Red,,,False
Aurorus,2,EX,Rock / Ice,"Ice Shield - Restored Pokémon (If evolved). At the start of your turn, instead of an MP move, you may freeze one of your Restored Pokémon that has been excluded from the duel and move it to a point 1-2 steps away from this Pokémon. Your turn ends. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",28,Freeze-Dry,White,"Deals +50 damage if the battle opponent is a Water-type Pokémon. T he battle opponent and all opposing Pokémon adjacent to it spin, and if they spin a Blue attack, they become frozen.",120,False
Aurorus,2,EX,Rock / Ice,"Ice Shield - Restored Pokémon (If evolved). At the start of your turn, instead of an MP move, you may freeze one of your Restored Pokémon that has been excluded from the duel and move it to a point 1-2 steps away from this Pokémon. Your turn ends. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",32,Aurora Beam,Purple,An opposing Pokémon within 2 steps becomes frozen.,☆☆,False
Aurorus,2,EX,Rock / Ice,"Ice Shield - Restored Pokémon (If evolved). At the start of your turn, instead of an MP move, you may freeze one of your Restored Pokémon that has been excluded from the duel and move it to a point 1-2 steps away from this Pokémon. Your turn ends. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",28,Ancient Power,White,"While they are on the field, your Restored Pokémon deal +10 damage to the battle opponent and gain +1 ☆",160,False
Aurorus,2,EX,Rock / Ice,"Ice Shield - Restored Pokémon (If evolved). At the start of your turn, instead of an MP move, you may freeze one of your Restored Pokémon that has been excluded from the duel and move it to a point 1-2 steps away from this Pokémon. Your turn ends. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",8,Miss,Red,,,False
Goodra,2,EX,Dragon,"Slime Touch - At the start of your turn, instead of an MP move, this Pokémon may attach a Slime marker to one of your adjacent Pokémon. If it does, your turn ends. The Ability of a Pokémon that has that marker becomes Slime Barrier (any effects of its battle opponent's White attacksthat would give this Pokémon a special condition are nullified), and the effects of its original Ability are nullified.",4,Miss,Red,,,False
Goodra,2,EX,Dragon,"Slime Touch - At the start of your turn, instead of an MP move, this Pokémon may attach a Slime marker to one of your adjacent Pokémon. If it does, your turn ends. The Ability of a Pokémon that has that marker becomes Slime Barrier (any effects of its battle opponent's White attacksthat would give this Pokémon a special condition are nullified), and the effects of its original Ability are nullified.",36,Dragon Breath,White,,130,False
Goodra,2,EX,Dragon,"Slime Touch - At the start of your turn, instead of an MP move, this Pokémon may attach a Slime marker to one of your adjacent Pokémon. If it does, your turn ends. The Ability of a Pokémon that has that marker becomes Slime Barrier (any effects of its battle opponent's White attacksthat would give this Pokémon a special condition are nullified), and the effects of its original Ability are nullified.",8,Miss,Red,,,False
Goodra,2,EX,Dragon,"Slime Touch - At the start of your turn, instead of an MP move, this Pokémon may attach a Slime marker to one of your adjacent Pokémon. If it does, your turn ends. The Ability of a Pokémon that has that marker becomes Slime Barrier (any effects of its battle opponent's White attacksthat would give this Pokémon a special condition are nullified), and the effects of its original Ability are nullified.",16,Counter,White,"If the battle opponent's Attack is 20 or more, the opponent is knocked out instead of this Pokémon",0,False
Goodra,2,EX,Dragon,"Slime Touch - At the start of your turn, instead of an MP move, this Pokémon may attach a Slime marker to one of your adjacent Pokémon. If it does, your turn ends. The Ability of a Pokémon that has that marker becomes Slime Barrier (any effects of its battle opponent's White attacksthat would give this Pokémon a special condition are nullified), and the effects of its original Ability are nullified.",4,Miss,Red,,,False
Goodra,2,EX,Dragon,"Slime Touch - At the start of your turn, instead of an MP move, this Pokémon may attach a Slime marker to one of your adjacent Pokémon. If it does, your turn ends. The Ability of a Pokémon that has that marker becomes Slime Barrier (any effects of its battle opponent's White attacksthat would give this Pokémon a special condition are nullified), and the effects of its original Ability are nullified.",28,Slippery Swap,Purple,This Pokémon switches places with its battle opponent.,☆☆,False
Zygarde 10Percent Forme,3,EX,Dragon / Ground,"Power Construct - If your Pokémon filleither your P.C. or your opponent's P.C., this Pokémon may change its form to Zygarde Complete Forme without moving to the P.C. when it is knocked out by damage in battle",4,Miss,Red,,,False
Zygarde 10Percent Forme,3,EX,Dragon / Ground,"Power Construct - If your Pokémon filleither your P.C. or your opponent's P.C., this Pokémon may change its form to Zygarde Complete Forme without moving to the P.C. when it is knocked out by damage in battle",24,Thousand Arrows,White,All opposing Pokémon on the field spin. Those that spin a Purple Attack are knocked out.,100,False
Zygarde 10Percent Forme,3,EX,Dragon / Ground,"Power Construct - If your Pokémon filleither your P.C. or your opponent's P.C., this Pokémon may change its form to Zygarde Complete Forme without moving to the P.C. when it is knocked out by damage in battle",4,Miss,Red,,,False
Zygarde 10Percent Forme,3,EX,Dragon / Ground,"Power Construct - If your Pokémon filleither your P.C. or your opponent's P.C., this Pokémon may change its form to Zygarde Complete Forme without moving to the P.C. when it is knocked out by damage in battle",24,Glare,Purple,The battle opponent becomes paralyzed,☆☆,False
